time/total_timesteps,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/loss,train/clip_range,train/approx_kl,train/std,train/n_updates,train/clip_fraction,train/learning_rate,train/explained_variance,train/value_loss,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean
96468992,10012,368,9635,0.0024034522284637205,0.004576114937663078,0.2,0.016058963,0.24131231009960175,2387,0.13568592071533203,0.0003,0.645694375038147,0.0006899295835864905,0.09862743597477674,244.51,3.1781092053372415
96731136,10012,369,9660,0.0026252223265146313,0.0028668721206486225,0.2,0.009463688,0.2408924549818039,2395,0.14192485809326172,0.0003,0.5468920171260834,0.0009319008222519187,0.10901314485818148,246.26,3.2643460217118263
96993280,10012,370,9687,0.002431903865726781,0.0020220461301505566,0.2,0.01202356,0.24055898189544678,2403,0.14633464813232422,0.0003,0.59164759516716,0.0007439582036568027,0.12115291692316532,244.45,3.2466367937251928
97255424,10011,371,9714,0.0022624684270340367,0.003123191185295582,0.2,0.011279596,0.24000176787376404,2411,0.15971755981445312,0.0003,0.5596354305744171,0.0009146861175395316,0.13166184723377228,228.8,2.9712793357670306
97517568,10011,372,9740,0.0027519579934960348,0.002423341851681471,0.2,0.010055026,0.2396482229232788,2419,0.14473581314086914,0.0003,0.5951579511165619,0.0008569207584514515,0.14738607686012983,247.94,3.355297840833664
97779712,10008,373,9769,0.001393542637288192,0.003931337036192417,0.2,0.008769749,0.23864056169986725,2427,0.13334274291992188,0.0003,0.6131139695644379,0.00080218482617056,0.16924199927598238,241.35,3.18988320350647
98041856,10007,374,9796,0.001858983724105201,0.001736728474497795,0.2,0.010321194,0.23798780143260956,2435,0.1366267204284668,0.0003,0.6622961163520813,0.0006596913403882354,0.19171842839568853,232.68,3.11230501268059
98304000,10008,375,9822,0.0021105690766489715,-7.416269363602623e-05,0.2,0.010337291,0.23740942776203156,2443,0.14068078994750977,0.0003,0.6297224462032318,0.0007244844368869963,0.20561126805841923,239.4,3.188369041867554
98566144,10008,376,9848,0.0021399514780569007,0.002368771703913808,0.2,0.009860953,0.236899733543396,2451,0.13922357559204102,0.0003,0.6271352767944336,0.0007041694125291542,0.22109334263950586,244.92,3.3381036645174027
98828288,10008,377,9874,0.0013818337388329383,0.0042387754656374454,0.2,0.009494707,0.2361716628074646,2459,0.1422882080078125,0.0003,0.6472732424736023,0.0006737903768225806,0.24222295824438334,243.75,3.319830118715763
99090432,10009,378,9899,0.0033176733304571826,0.0028975573368370533,0.2,0.013090549,0.23544609546661377,2467,0.17198514938354492,0.0003,0.6273343563079834,0.0006732766769346199,0.265424994751811,242.5,3.2512126483768227
99352576,10009,379,9925,0.00285656865207784,0.006833791267126799,0.2,0.012613743,0.2351178377866745,2475,0.1547088623046875,0.0003,0.5724536180496216,0.0007894500249676639,0.27519453689455986,246.11,3.4140900808572767
99614720,10009,380,9951,0.0016273706396532361,0.003973782062530518,0.2,0.009039289,0.23437298834323883,2483,0.1394500732421875,0.0003,0.6288618743419647,0.0006023700343575911,0.29781263042241335,242.16,3.338450577929616
99876864,10009,381,9977,0.002647540158477568,0.001565729035064578,0.2,0.012275675,0.23405659198760986,2491,0.16015195846557617,0.0003,0.6283047497272491,0.0006345161978060787,0.31129605788737535,242.85,3.3810295644402504
100139008,10010,382,10003,0.0013915741205892118,0.003970777615904808,0.2,0.010954299,0.23306043446063995,2499,0.1367039680480957,0.0003,0.6173364222049713,0.0006503307508864964,0.3339573619887233,242.36,3.372485680766404
100401152,10010,383,10029,0.0014087835277223348,0.016329873353242874,0.2,0.012399584,0.23232930898666382,2507,0.13637542724609375,0.0003,0.6169884502887726,0.0006408638505490671,0.3600761592388153,239.07,3.3761394564714284
100663296,10011,384,10055,0.0023434810486833157,0.007529680151492357,0.2,0.011948481,0.23173929750919342,2515,0.1483163833618164,0.0003,0.6258714199066162,0.0005961228271189611,0.3751931432634592,247.82,3.4662609267234803
100925440,10012,385,10079,0.010745559819042683,0.02455657348036766,0.2,0.022164011,0.23172952234745026,2516,0.2667439778645833,0.0003,0.6036396920681,0.0006886062328703701,0.38065656026204425,236.89,3.210970732688438
101187584,10013,386,10105,0.003086433715075573,0.022094029933214188,0.2,0.02316769,0.2315545529127121,2524,0.16292787209535256,0.0003,0.6139103770256042,0.0007466187951369927,0.38328414289360374,245.14,3.3897668641805647
101449728,10015,387,10129,0.0031160976716571235,0.016620252281427383,0.2,0.010592198,0.23156574368476868,2525,0.13388893821022727,0.0003,0.6239965260028839,0.0008393590952354399,0.3853959928859364,240.55,3.3631327317841353
101711872,10015,388,10155,0.0015777283297211397,0.004734712187200785,0.2,0.011002349,0.23094117641448975,2533,0.13602781295776367,0.0003,0.6283333003520966,0.0007190397209342336,0.40082011092454195,237.88,3.2006847633607687
101974016,10016,389,10180,0.0034274164286216546,0.009760537184774876,0.2,0.010289265,0.23032262921333313,2541,0.14988136291503906,0.0003,0.5791515111923218,0.0008168484519046615,0.42094528628513217,232.59,3.1821322312299163
102236160,10016,390,10207,0.0019286168380858726,0.0063370345160365105,0.2,0.009610847,0.22990180552005768,2549,0.14327621459960938,0.0003,0.610061526298523,0.0008940519542193215,0.43295602267608047,239.94,3.2403428445756437
102498304,10017,391,10232,0.0032794828085522905,0.019208477810025215,0.2,0.0147056915,0.22958937287330627,2555,0.1691187808388158,0.0003,0.6671268343925476,0.0007321480153079488,0.44577467692525763,237.33,3.17875602485612
102760448,10018,392,10257,0.0038775341205925136,0.018378116190433502,0.2,0.011971909,0.22925299406051636,2559,0.17423327215786638,0.0003,0.6186768710613251,0.0008522408215553853,0.45180359791065083,237.77,3.235402076779865
103022592,10018,393,10283,0.0017468811747676227,0.003951368387788534,0.2,0.010600785,0.228694885969162,2567,0.1501936912536621,0.0003,0.6432490050792694,0.0007825995248822437,0.472462541423738,246.22,3.3439236521720885
103284736,10018,394,10309,0.0015467185053239518,0.004693134222179651,0.2,0.010070077,0.22858814895153046,2575,0.14276552200317383,0.0003,0.6580730378627777,0.0007133843264455209,0.48071408038958907,242.55,3.34917724519968
103546880,10019,395,10334,0.001854603222454898,0.0070473006926476955,0.2,0.011632902,0.22825707495212555,2583,0.14807605743408203,0.0003,0.6745316982269287,0.0006347957655634673,0.48830781131982803,248.24,3.477325741648674
103809024,10020,396,10359,0.0023607267246355313,0.025268245488405228,0.2,0.01814215,0.2272447943687439,2590,0.16062057352511683,0.0003,0.6650254726409912,0.0006272627604324545,0.51037337624024,246.0,3.4353172266483307
104071168,10021,397,10385,0.0019694603270181688,0.005735477898269892,0.2,0.014435716,0.22693005204200745,2598,0.15509796142578125,0.0003,0.6673843562602997,0.0006337368126878573,0.5295268092304468,240.02,3.318551618959755
104333312,10022,398,10409,0.004409058219087976,0.026703638955950737,0.2,0.012816077,0.2268691211938858,2599,0.15260532924107142,0.0003,0.6879406869411469,0.0006449572891662163,0.5326625789914813,244.67,3.2884156285226345
104595456,10024,399,10433,0.015221452573314309,0.03585229441523552,0.2,0.02976206,0.2268582582473755,2600,0.26544189453125,0.0003,0.6848564743995667,0.0006765185389667749,0.533829003572464,240.34,3.2997153709083795
104857600,10026,400,10458,0.011464810115285218,0.02834928408265114,0.2,0.018544214,0.22683808207511902,2601,0.218048095703125,0.0003,0.6536273956298828,0.000712572131305933,0.53431037068367,227.44,3.135070949727669
105119744,10027,401,10483,0.0032369101945732837,0.0046632555313408375,0.2,0.012762012,0.22703257203102112,2609,0.17705488204956055,0.0003,0.637446254491806,0.0007702967877776246,0.5317909312434494,245.23,3.459944060444832
105381888,10027,402,10509,0.002725018980981986,0.011193794198334217,0.2,0.010687426,0.22661587595939636,2617,0.15302324295043945,0.0003,0.6087377667427063,0.0008698596857357188,0.5371618308126926,236.95,3.3468394543230535
105644032,10028,403,10534,0.0028593353660642563,0.022755153477191925,0.2,0.019683564,0.2261127233505249,2623,0.16130782897213855,0.0003,0.6458715498447418,0.0007505010377267847,0.5533054219671043,235.34,3.1806896829605105
105906176,10029,404,10559,0.0023930470388222602,0.004181806463748217,0.2,0.011215129,0.22572293877601624,2631,0.15745115280151367,0.0003,0.6444066762924194,0.0007389886072814988,0.5669997064396739,230.6,3.155301038376056
106168320,10030,405,10585,0.0036597193914196012,0.023108983412384987,0.2,0.01299296,0.2251444011926651,2636,0.16818719161184212,0.0003,0.6585694253444672,0.0006948518972709089,0.5823380186369544,231.41,3.23606136537157
106430464,10030,406,10610,0.0021611967067656224,0.005649616941809654,0.2,0.010050511,0.22486034035682678,2644,0.14256954193115234,0.0003,0.6635185182094574,0.0006988756454120448,0.6002084226347506,223.38,3.040476887244731
106692608,10031,407,10636,0.002381183810030052,0.006343425251543522,0.2,0.015879916,0.22429423034191132,2652,0.1547698974609375,0.0003,0.6565278768539429,0.0007597352519042033,0.6131195197813213,225.73,3.068069132659584
106954752,10032,408,10660,0.009762082016095519,0.025805719196796417,0.2,0.017496847,0.2243010401725769,2653,0.211517333984375,0.0003,0.6107690930366516,0.0009925502236001194,0.6187870502471924,234.23,3.2118568221479653
107216896,10034,409,10685,0.00946985480065147,0.02282307669520378,0.2,0.020456826,0.22430798411369324,2654,0.20241292317708334,0.0003,0.6612870395183563,0.0008713945474786063,0.6185789108276367,224.17,2.9754879882303067
107479040,10034,410,10711,0.0014908691287018883,0.009042760357260704,0.2,0.010594735,0.2238588035106659,2662,0.15057706832885742,0.0003,0.6172536611557007,0.0008653080349176889,0.6290767947211862,221.33,2.968277937900275
107741184,10035,411,10736,0.002719358416470641,0.005697892513126135,0.2,0.011423929,0.2234528511762619,2670,0.16307687759399414,0.0003,0.6192704737186432,0.0008685428956596297,0.6404351396486163,228.11,2.941527685597539
108003328,10035,412,10762,0.002452953426654858,0.011802205815911293,0.2,0.009799103,0.22318804264068604,2678,0.15288114547729492,0.0003,0.6335127651691437,0.0009077280151359446,0.6489158114418387,232.91,3.0344380946829914
108265472,10035,413,10788,0.0019179856221853697,0.009238483384251595,0.2,0.009637697,0.22275687754154205,2686,0.1387467384338379,0.0003,0.6539137959480286,0.0009248615479009459,0.661155445035547,234.08,3.0670262789726257
108527616,10035,414,10813,0.002818645849401946,0.007228108122944832,0.2,0.013949385,0.22250211238861084,2694,0.15681219100952148,0.0003,0.672917515039444,0.0008493684731547546,0.6726692300289869,237.67,3.180486501082778
108789760,10036,415,10839,0.0026892255077655136,0.00893800426274538,0.2,0.0108487215,0.22241485118865967,2702,0.16224145889282227,0.0003,0.6273111999034882,0.0009766153980308445,0.6738117085769773,218.88,2.841834494108334
109051904,10038,416,10863,0.008726325451529451,0.027350200340151787,0.2,0.017309902,0.22245435416698456,2703,0.23072160993303573,0.0003,0.6218145191669464,0.0011282828553313656,0.6746056973934174,237.2,3.2108376118168236
109314048,10038,417,10889,0.0038448845161838108,0.007688890676945448,0.2,0.015880195,0.22223632037639618,2711,0.1770191192626953,0.0003,0.6777594685554504,0.0010282565463057836,0.6831474583595991,239.19,3.226292817927897
109576192,10040,418,10913,0.014281534395801524,0.033640749752521515,0.2,0.0248164,0.22226038575172424,2712,0.25799560546875,0.0003,0.6488486528396606,0.0009909059735946357,0.680099368095398,227.63,2.98732461579144
109838336,10040,419,10939,0.0027089547588730056,0.007621406577527523,0.2,0.01172021,0.22274239361286163,2720,0.15985822677612305,0.0003,0.6283059120178223,0.0010097012400365202,0.6669625099748373,230.29,3.072255313517526
110100480,10041,420,10964,0.00251220175960043,0.0059961192309856415,0.2,0.011419668,0.22254982590675354,2728,0.15556907653808594,0.0003,0.686542421579361,0.0007609309923282126,0.6694545163773,230.63,3.1018020448461177
110362624,10043,421,10988,0.008958320948295295,0.024721454828977585,0.2,0.016110541,0.22254447638988495,2729,0.203826904296875,0.0003,0.6650175750255585,0.0008764879603404552,0.671656996011734,218.98,2.8706895697489383
110624768,10044,422,11013,0.01062021047497789,0.026802821084856987,0.2,0.020202138,0.22254805266857147,2730,0.2425537109375,0.0003,0.6463543176651001,0.0012721680492783587,0.6717086831728617,219.12,2.8055363914836198
110886912,10045,423,11038,0.005826248896910864,0.014996184967458248,0.2,0.04288002,0.2226647436618805,2732,0.13424144071691177,0.0003,0.6220109462738037,0.0014210328500827447,0.670256099280189,200.86,2.532617680206895
111149056,10046,424,11063,0.001847310399170965,0.01069793850183487,0.2,0.01842837,0.2226942926645279,2733,0.089935302734375,0.0003,0.6257450878620148,0.0013150455779395998,0.6674970239400864,216.05,2.766972261937335
111411200,10047,425,11088,0.0028918553812218306,0.006990122143179178,0.2,0.01134487,0.22242778539657593,2741,0.15123414993286133,0.0003,0.6621648371219635,0.001065155777723703,0.6730905142612755,211.63,2.660830541960895
111673344,10047,426,11114,0.0028796654832105905,0.022435160353779793,0.2,0.016145637,0.2219368815422058,2748,0.16444440569196428,0.0003,0.6455599367618561,0.001281668245792389,0.684922240461622,200.96,2.4721540737885515
111935488,10048,427,11139,0.0020458948056329973,0.008438721299171448,0.2,0.010619532,0.22181637585163116,2756,0.14443159103393555,0.0003,0.6925544440746307,0.0010316144262105809,0.6960085481405258,181.67,2.2261659088078884
112197632,10049,428,11164,0.0039011252165437327,0.008505105040967464,0.2,0.0107277585,0.22227461636066437,2764,0.16491174697875977,0.0003,0.5948248505592346,0.0013973019622426364,0.6861527571454644,211.31,2.678032269369578
112459776,10049,429,11190,0.006684667524744079,0.020690467208623886,0.2,0.020550253,0.22256392240524292,2770,0.16604475541548294,0.0003,0.5599169433116913,0.001404179466507313,0.6761108108542182,219.12,2.7091503689438103
112721920,10050,430,11215,0.0024946457319856563,0.0049417391419410706,0.2,0.009986697,0.22255118191242218,2778,0.14762067794799805,0.0003,0.6678596138954163,0.0010104768989549484,0.6752635925076902,216.21,2.727977767139673
112984064,10051,431,11240,0.010242101910989732,0.019144227728247643,0.2,0.016881676,0.222543865442276,2779,0.21872965494791666,0.0003,0.6647701561450958,0.001120942799995343,0.6741814414660136,227.22,2.947102961204946
113246208,10052,432,11265,0.0026870867986872327,0.010458940640091896,0.2,0.013279821,0.22220687568187714,2787,0.16872549057006836,0.0003,0.6932534575462341,0.0008681440376676619,0.6817424301989377,226.68,2.900896625164896
113508352,10052,433,11291,0.0024379803962801816,0.0068275113590061665,0.2,0.012095828,0.22216947376728058,2795,0.1582169532775879,0.0003,0.6555309295654297,0.001019959947825555,0.6825511064380407,234.32,3.083111566659063
113770496,10054,434,11315,0.0041226167564413375,0.024509919807314873,0.2,0.015068048,0.2220466285943985,2799,0.16731770833333334,0.0003,0.7013944089412689,0.000769180897992873,0.6882906906188481,221.98,2.8532566185481847
114032640,10055,435,11340,0.0030486428749281914,0.0244221743196249,0.2,0.01954874,0.2217274010181427,2806,0.1628839111328125,0.0003,0.671331524848938,0.0009004594956059009,0.6981891775131226,231.98,3.079262592829764
114294784,10055,436,11365,0.00238289077879017,0.007492447271943092,0.2,0.009864741,0.22122251987457275,2814,0.14919662475585938,0.0003,0.6879718899726868,0.0008284568293674965,0.7083207438699901,234.51,3.042089008577168
114556928,10056,437,11391,0.0024791116402411717,0.006609765347093344,0.2,0.010030163,0.22089339792728424,2822,0.15870332717895508,0.0003,0.6531410813331604,0.001401574367264402,0.721635103225708,230.12,2.9601824539899826
114819072,10057,438,11416,0.00489790370920673,0.02183622121810913,0.2,0.018051803,0.2210463285446167,2827,0.1798027886284722,0.0003,0.6615178287029266,0.0009805021343506975,0.7203717033068339,235.68,3.063411465883255
115081216,10059,439,11440,0.012943911366164684,0.03315318748354912,0.2,0.023199802,0.22103822231292725,2828,0.241424560546875,0.0003,0.6937153339385986,0.0007874731672927737,0.7186360657215118,232.64,2.9567956676334144
115343360,10060,440,11464,0.01278905151411891,0.03284521400928497,0.2,0.020058976,0.221029132604599,2829,0.221923828125,0.0003,0.6976810097694397,0.0007511760341003537,0.7189028263092041,228.26,2.974849186220672
115605504,10061,441,11490,0.0025794017014959536,0.008653751574456692,0.2,0.008965415,0.2207433581352234,2837,0.154022216796875,0.0003,0.6743191480636597,0.0007281948046511388,0.7248008884489536,240.07,3.1603640467487275
115867648,10061,442,11516,0.003128727571493073,0.014325027354061604,0.2,0.010754888,0.22069458663463593,2845,0.16949176788330078,0.0003,0.6791501641273499,0.0008402509606639796,0.7311485451646149,235.14,3.0885434236377476
116129792,10061,443,11541,0.0024895897422538837,0.007737190928310156,0.2,0.012042435,0.22044719755649567,2853,0.15038728713989258,0.0003,0.7324650585651398,0.0006632310792156204,0.7352241091430187,234.42,3.040973081011325
116391936,10062,444,11567,0.0030273095280790585,0.007101776078343391,0.2,0.011011403,0.2202780842781067,2861,0.1671738624572754,0.0003,0.7221912443637848,0.0006817127091380826,0.7402793099172413,240.62,3.2194917167909445
116654080,10062,445,11593,0.0024176473871193593,0.008658532984554768,0.2,0.010041413,0.21982182562351227,2869,0.1540980339050293,0.0003,0.7198125422000885,0.0006894039270264329,0.7541923210956156,239.21,3.2016857762634756
116916224,10062,446,11618,0.0027829540722450474,0.009910148568451405,0.2,0.0101238005,0.21994581818580627,2877,0.15524911880493164,0.0003,0.7223560214042664,0.0006627307125199877,0.759633841458708,239.54,3.219679658394307
117178368,10063,447,11644,0.003794628090195437,0.023208655416965485,0.2,0.015003547,0.21963542699813843,2883,0.15360081449468085,0.0003,0.7047725319862366,0.0007145202085821632,0.7625136641745872,235.65,3.165230737645179
117440512,10064,448,11669,0.004010634349757119,0.011579242534935474,0.2,0.020113224,0.21930451691150665,2885,0.13869114925986842,0.0003,0.6797749996185303,0.0007670798191898747,0.7705618895982441,240.0,3.1155522578954695
117702656,10064,449,11694,0.0025781445378925127,0.009667903184890747,0.2,0.010561351,0.2190803587436676,2893,0.1549530029296875,0.0003,0.7183621227741241,0.000646523883460759,0.783736118581146,233.22,3.1020217257365585
117964800,10065,450,11719,0.00805694586597383,0.02530239336192608,0.2,0.018316897,0.21909409761428833,2894,0.218505859375,0.0003,0.6783829927444458,0.0008053648440788189,0.7831580638885498,239.36,3.1349128779023885
118226944,10066,451,11745,0.002879902580389171,0.01102160383015871,0.2,0.011812408,0.21869902312755585,2902,0.1625676155090332,0.0003,0.6989004015922546,0.0006733812197126099,0.7929327511228621,238.08,3.22298802100122
118489088,10066,452,11770,0.0039661713167430555,0.023233383893966675,0.2,0.015522114,0.21861445903778076,2905,0.17322426653922873,0.0003,0.7061166167259216,0.0007615249821955854,0.7984570822817214,242.7,3.269220455661416
118751232,10066,453,11796,0.0031331241948412323,0.0158433485776186,0.2,0.019025834,0.21907031536102295,2911,0.18375370420258622,0.0003,0.5787233710289001,0.001114761221340333,0.7878376923758408,233.73,3.0721718996041454
119013376,10067,454,11821,0.00591999689640943,0.022712605074048042,0.2,0.015052434,0.21919573843479156,2913,0.1736621856689453,0.0003,0.6302764117717743,0.0010102523156092502,0.7839473839849234,227.01,3.007566550015472
119275520,10067,455,11847,0.002990432853493985,0.0072654555551707745,0.2,0.011184767,0.21957910060882568,2921,0.1479201316833496,0.0003,0.6451735198497772,0.00090628263706094,0.7718570842407644,217.52,2.8796562325698325
119537664,10068,456,11872,0.00549786638293881,0.022246137261390686,0.2,0.015862284,0.21952016651630402,2922,0.18556976318359375,0.0003,0.6617829501628876,0.0011836545854748692,0.7689125835895538,231.02,2.8856156896054745
119799808,10068,457,11898,0.003007076930771291,0.009915745817124844,0.2,0.012500089,0.2195855677127838,2930,0.15317440032958984,0.0003,0.6709306538105011,0.0008388834930883604,0.7684637820348144,228.01,2.7970837007090448
120061952,10068,458,11924,0.0018657927776075667,0.011766646057367325,0.2,0.010554658,0.21890653669834137,2938,0.14892959594726562,0.0003,0.7079996466636658,0.0007688020755267644,0.7837179889902472,232.89,2.978716952651739
120324096,10068,459,11950,0.0026139547408092767,0.007304654456675053,0.2,0.011842616,0.21834957599639893,2946,0.16245222091674805,0.0003,0.7179730534553528,0.0007094944407981529,0.8014998659491539,236.18,3.017487610708922
120586240,10068,460,11976,0.002358259521315631,0.013988751918077469,0.2,0.010599459,0.2181050181388855,2954,0.1564188003540039,0.0003,0.6950081884860992,0.0007972904631969868,0.8121077748946846,230.35,3.0041692461946514
120848384,10068,461,12002,0.002288718721956684,0.006555059924721718,0.2,0.009414567,0.21798840165138245,2962,0.14325952529907227,0.0003,0.7092253267765045,0.0007348653180088149,0.8131438563577831,238.07,3.086798495054245
121110528,10069,462,12028,0.004096701957991925,0.014790816232562065,0.2,0.01741251,0.21796604990959167,2966,0.1681055529364224,0.0003,0.673524022102356,0.0009235265927694352,0.8184451604711598,234.64,3.068284504413605
121372672,10069,463,12054,0.0016264558216789737,0.009859777055680752,0.2,0.012003552,0.21794132888317108,2974,0.14258718490600586,0.0003,0.7023825645446777,0.0007387590108010045,0.8201397988013923,233.9,3.08639436548081
121634816,10069,464,12080,0.001972954074972222,0.009971292689442635,0.2,0.011218307,0.21781867742538452,2982,0.14346981048583984,0.0003,0.6987600028514862,0.0007354786466748919,0.8187917992472649,229.83,3.068498719930649
121896960,10069,465,12105,0.002138619754987303,0.01325793657451868,0.2,0.012012903,0.21761414408683777,2990,0.15613269805908203,0.0003,0.6943047940731049,0.0008014679015104775,0.8247456578537822,243.92,3.2532647172361613
122159104,10069,466,12131,0.0025312752322861343,0.011659939773380756,0.2,0.012940178,0.2176271378993988,2998,0.1587233543395996,0.0003,0.6804951429367065,0.0007092659157024173,0.8281023115850985,242.42,3.30832195751369
122421248,10069,467,12157,0.00213317269253821,0.011750314384698868,0.2,0.009807097,0.2171444594860077,3006,0.1518387794494629,0.0003,0.7036710679531097,0.0006510395633085864,0.8353197406977415,243.6,3.3118432289361954
122683392,10069,468,12183,0.0023876670238678344,0.008392860181629658,0.2,0.010452733,0.2163999378681183,3014,0.1577315330505371,0.0003,0.7116823792457581,0.000634306351912528,0.85837590880692,246.16,3.2748891858756544
122945536,10069,469,12209,0.0024081195442704484,0.012450112961232662,0.2,0.011906635,0.21618111431598663,3022,0.16239166259765625,0.0003,0.6932708024978638,0.0006913086549502623,0.8685039500705898,239.51,3.186246353480965
123207680,10069,470,12235,0.0023992284395717434,0.009289207868278027,0.2,0.010374952,0.21588349342346191,3030,0.15349149703979492,0.0003,0.7076048254966736,0.0006264168464440445,0.8774315621703863,248.3,3.3471661365032195
123469824,10069,471,12261,0.0030393794950214215,0.009585046209394932,0.2,0.012336084,0.21551287174224854,3038,0.18675804138183594,0.0003,0.6974571347236633,0.000614426970059867,0.8909267210401595,248.45,3.4042935615777967
123731968,10070,472,12286,0.009023185528349131,0.02706759050488472,0.2,0.018960077,0.2155247926712036,3039,0.21832275390625,0.0003,0.6686027944087982,0.0009509646915830672,0.8917401432991028,241.2,3.283952938467264
123994112,10070,473,12312,0.005324561418475289,0.026311498135328293,0.2,0.018549735,0.21536941826343536,3043,0.17927845737390352,0.0003,0.6606990396976471,0.0007160187886799114,0.8929544467675058,245.2,3.3982880473136903
124256256,10071,474,12337,0.005217207461181614,0.021957792341709137,0.2,0.013831981,0.21548964083194733,3046,0.17512478298611112,0.0003,0.5960926115512848,0.0010066400941771765,0.895650573571523,244.8,3.219005213677883
124518400,10071,475,12363,0.0028514842906588456,0.008381207473576069,0.2,0.010496814,0.21569538116455078,3054,0.1740398406982422,0.0003,0.6506047248840332,0.0007870237936913327,0.8887309236451983,238.95,3.174320843368769
124780544,10071,476,12389,0.004061452925639428,0.0319807343184948,0.2,0.016026799,0.2156827747821808,3059,0.16739386481207771,0.0003,0.6919668912887573,0.00067793539681195,0.8875753734562848,240.25,3.141567394528538
125042688,10072,477,12414,0.003512970648444025,0.021553045138716698,0.2,0.016029947,0.21558530628681183,3063,0.16882801055908203,0.0003,0.6635804176330566,0.0007746112505628844,0.8901022290810943,238.91,3.17020023137331
125304832,10072,478,12440,0.0042309877583951066,0.024883942678570747,0.2,0.013001053,0.21518374979496002,3066,0.17735163370768228,0.0003,0.6940391361713409,0.0007010052067926154,0.8995938301086426,243.8,3.204391891211271
125566976,10072,479,12465,0.003171486517403093,0.02299189381301403,0.2,0.030149488,0.21487444639205933,3072,0.17440721465320122,0.0003,0.6694618761539459,0.0007092192436841022,0.9127180489098153,249.74,3.365422405004501
125829120,10072,480,12492,0.0024840474754910247,0.01292710192501545,0.2,0.010217458,0.21495643258094788,3080,0.14766407012939453,0.0003,0.6860413253307343,0.0006252431744542264,0.9106334978714585,245.87,3.3487726391851904
126091264,10072,481,12518,0.002061843671313278,0.022502988576889038,0.2,0.024264205,0.2141483873128891,3087,0.15555930624202807,0.0003,0.6717920005321503,0.0006387425320489066,0.9300572032831154,237.74,3.2642740172147753
126353408,10073,482,12543,0.0046186917267429335,0.01858135499060154,0.2,0.020370778,0.2144394814968109,3091,0.19150571469907407,0.0003,0.6303433775901794,0.000893381126742396,0.9319528959415577,242.15,3.3419055415689947
126615552,10072,483,12570,0.00788455779911601,0.01765967160463333,0.2,0.017059902,0.21476009488105774,3099,0.15886688232421875,0.0003,0.5776318311691284,0.0007285293872882903,0.9225444314070046,238.78,3.328505403101444
126877696,10073,484,12595,0.008231702237389981,0.023561742156744003,0.2,0.026789472,0.21481645107269287,3101,0.2005340576171875,0.0003,0.6491383910179138,0.0007533626048825681,0.9154745250940323,247.03,3.495895901918411
127139840,10072,485,12622,0.0019848602314596064,0.010524917393922806,0.2,0.011401091,0.21486756205558777,3109,0.1591935157775879,0.0003,0.6723763346672058,0.0006641117461185786,0.9141949331387877,240.77,3.251047619283199
127401984,10072,486,12649,0.0027153902806276164,0.011121994815766811,0.2,0.01143489,0.21471311151981354,3117,0.16506481170654297,0.0003,0.6598919332027435,0.0006968800871618441,0.9181618159636855,245.89,3.4044414553046227
127664128,10071,487,12675,0.0017725089919622405,0.008376071229577065,0.2,0.011443471,0.2144422084093094,3125,0.1505579948425293,0.0003,0.6662798523902893,0.0006287115165832802,0.926456147339195,249.8,3.4659959053993226
127926272,10071,488,12702,0.002439806251004484,0.007715820334851742,0.2,0.010303123,0.21427132189273834,3133,0.16704368591308594,0.0003,0.6355894804000854,0.0007219546614578576,0.9334415793418884,239.72,3.375069999098778
128188416,10071,489,12728,0.006017840933054686,0.020325234159827232,0.2,0.016115794,0.21425513923168182,3134,0.21317545572916666,0.0003,0.6474902629852295,0.0006334858286815385,0.93577508131663,246.87,3.437240097075701
128450560,10070,490,12754,0.0019219239038648084,0.009809224866330624,0.2,0.015500927,0.2139211744070053,3142,0.1512751579284668,0.0003,0.6636204719543457,0.0005957222238066606,0.945923597086221,245.75,3.4242478781938552
128712704,10070,491,12781,0.0018257342949254962,0.010994370095431805,0.2,0.010069532,0.21359999477863312,3150,0.15032577514648438,0.0003,0.6682609915733337,0.0005911359207857458,0.9557796199806035,244.74,3.4098599392175672
128974848,10069,492,12808,0.0016348730837307812,0.011204475536942482,0.2,0.010167541,0.21336597204208374,3158,0.1441354751586914,0.0003,0.6651628613471985,0.0005605555561487563,0.9657496479339898,244.35,3.3828213798254727
129236992,10068,493,12835,0.0012949027973263583,0.00973937101662159,0.2,0.011041714,0.2130640596151352,3166,0.14121103286743164,0.0003,0.6744387149810791,0.0005685503001586767,0.9753696727566421,244.55,3.4754735831171275
129499136,10068,494,12862,0.0021449010082505993,0.009492729790508747,0.2,0.011910948,0.21298827230930328,3174,0.1570577621459961,0.0003,0.6594530940055847,0.0006249149046197999,0.9791679554618895,241.15,3.3431502841599285
129761280,10067,495,12889,0.0021187356587688555,0.014115176163613796,0.2,0.011981892,0.21233364939689636,3182,0.150787353515625,0.0003,0.6471288800239563,0.0005812721428810619,0.9968472174368799,248.18,3.487301206588745
130023424,10066,496,12916,0.0020803612428608176,0.009881068021059036,0.2,0.010737209,0.2119409143924713,3190,0.1535334587097168,0.0003,0.6449663043022156,0.0006056188562979514,1.0104704545810819,241.67,3.36752384159714
